Subject,Type,Title,ID_or_Link,Platform
Dermatology,quiz,CEREB Dermatology,https://naman679.github.io/mbbs-world/quizzes/CEREB_Dermatology.html,Other
ENT,quiz,CEREB ENT,https://naman679.github.io/mbbs-world/quizzes/CEREB_ENT.html,Other
FMT,quiz,CEREB Forensic Medicine,https://naman679.github.io/mbbs-world/quizzes/CEREB_Forensic_Medicine.html,Other
Other,quiz,CEREB Grand Tests,https://naman679.github.io/mbbs-world/quizzes/CEREB_Grand_Tests.html,Other
Other,quiz,cereb g t,https://naman679.github.io/mbbs-world/quizzes/cereb_g_t.html,Other
Medicine,quiz,CEREB Medicine,https://naman679.github.io/mbbs-world/quizzes/CEREB_Medicine.html,Other
Microbiology,quiz,CEREB Microbiology,https://naman679.github.io/mbbs-world/quizzes/CEREB_Microbiology.html,Other
Gynaecology&Obstetrics,quiz,CEREB Obstetrics & Gynecology,https://naman679.github.io/mbbs-world/quizzes/CEREB_Obstetrics_&_Gynecology.html,Other
Ophthalmology,quiz,CEREB Ophthalmology,https://naman679.github.io/mbbs-world/quizzes/CEREB_Ophthalmology.html,
Orthopedics,quiz,CEREB Orthopedics,https://naman679.github.io/mbbs-world/quizzes/CEREB_Orthopedics.html,Other
Pathology,quiz,CEREB Pathology,https://naman679.github.io/mbbs-world/quizzes/CEREB_Pathology.html,Other
Pediatrics,quiz,CEREB Pediatrics,https://naman679.github.io/mbbs-world/quizzes/CEREB_Pediatrics.html,Other
Pharmacology,quiz,CEREB Pharmacology,https://naman679.github.io/mbbs-world/quizzes/CEREB_Pharmacology.html,Other
Physiology,quiz,CEREB Physiology,https://naman679.github.io/mbbs-world/quizzes/CEREB_Physiology.html,Other
PSM,quiz,CEREB Preventive & Social Medicine,https://naman679.github.io/mbbs-world/quizzes/CEREB_Preventive_&_Social_Medicine.html,Other
Other,quiz,CEREB previous year tests,https://naman679.github.io/mbbs-world/quizzes/CEREB_previous_year_tests.html,Other
Psychiatry,quiz,CEREB Psychiatry,https://naman679.github.io/mbbs-world/quizzes/CEREB_Psychiatry.html,Other
Radiology,quiz,CEREB Radiology,https://naman679.github.io/mbbs-world/quizzes/CEREB_Radiology.html,Other
Surgery,quiz,CEREB Surgery,https://naman679.github.io/mbbs-world/quizzes/CEREB_Surgery.html,Other
Other,quiz,DAMS CT FMGE,https://naman679.github.io/mbbs-world/quizzes/DAMS_CT_FMGE.html,Other
Other,quiz,DAMS CT MBBS,https://naman679.github.io/mbbs-world/quizzes/DAMS_CT_MBBS.html,Other
Other,quiz,DAMS CT NEETPG,https://naman679.github.io/mbbs-world/quizzes/DAMS_CT_NEETPG.html,Other
Other,quiz,DAMS DVT Test,https://naman679.github.io/mbbs-world/quizzes/DAMS_DVT_Test.html,Other
Other,quiz,DAMS FMGE Mock,https://naman679.github.io/mbbs-world/quizzes/DAMS_FMGE_Mock.html,Other
Other,quiz,DAMS Grand Test 1 30,https://naman679.github.io/mbbs-world/quizzes/DAMS_Grand_Test_1-30.html,Other
Other,quiz,DAMS Grand Test 30+,https://naman679.github.io/mbbs-world/quizzes/DAMS_Grand_Test_30+.html,Other
Other,quiz,DAMS Grand Test old,https://naman679.github.io/mbbs-world/quizzes/DAMS_Grand_Test_old.html,Other
Other,quiz,DAMS INICET Mock,https://naman679.github.io/mbbs-world/quizzes/DAMS_INICET_Mock.html,Other
Other,quiz,DAMS MIQ,https://naman679.github.io/mbbs-world/quizzes/DAMS_MIQ.html,Other
Other,quiz,DAMS Mock Test,https://naman679.github.io/mbbs-world/quizzes/DAMS_Mock_Test.html,Other
Other,quiz,DAMS NEETPG Mock,https://naman679.github.io/mbbs-world/quizzes/DAMS_NEETPG_Mock.html,Other
Other,quiz,DAMS Previous Year Paper,https://naman679.github.io/mbbs-world/quizzes/DAMS_Previous_Year_Paper.html,Other
Other,quiz,DAMS Subject Test,https://naman679.github.io/mbbs-world/quizzes/DAMS_Subject_Test.html,Other
Other,quiz,DAMS SWT Revision,https://naman679.github.io/mbbs-world/quizzes/DAMS_SWT_Revision.html,Other
Other,quiz,DAMS Transform 10X,https://naman679.github.io/mbbs-world/quizzes/DAMS_Transform_10X.html,Other
Other,quiz,DQB AIIMS 2014 2018,https://naman679.github.io/mbbs-world/quizzes/DQB_AIIMS_2014-2018.html,Other
Anatomy,quiz,DQB Anatomy,https://naman679.github.io/mbbs-world/quizzes/DQB_Anatomy.html,Other
Anaesthesia,quiz,DQB Anesthesia,https://naman679.github.io/mbbs-world/quizzes/DQB_Anesthesia.html,Other
Biochemistry,quiz,DQB Biochemistry,https://naman679.github.io/mbbs-world/quizzes/DQB_Biochemistry.html,Other
Dermatology,quiz,DQB Dermatology,https://naman679.github.io/mbbs-world/quizzes/DQB_Dermatology.html,Other
ENT,quiz,DQB ENT,https://naman679.github.io/mbbs-world/quizzes/DQB_ENT.html,Other
Other,quiz,DQB FMGE PYQ,https://naman679.github.io/mbbs-world/quizzes/DQB_FMGE_PYQ.html,Other
FMT,quiz,DQB FMT,https://naman679.github.io/mbbs-world/quizzes/DQB_FMT.html,Other
Gynaecology&Obstetrics,quiz,DQB Gynaecology,https://naman679.github.io/mbbs-world/quizzes/DQB_Gynaecology.html,Other
,,,,
,,,✅ Playlist Imported,
,,,✅ Folder Imported,
Other,quiz,DQB INICET PYQ,https://naman679.github.io/mbbs-world/quizzes/DQB_INICET_PYQ.html,Other
Medicine,quiz,DQB Medicine,https://naman679.github.io/mbbs-world/quizzes/DQB_Medicine.html,Other
Microbiology,quiz,DQB Microbiology,https://naman679.github.io/mbbs-world/quizzes/DQB_Microbiology.html,Other
Other,quiz,DQB NEETPG PYQ,https://naman679.github.io/mbbs-world/quizzes/DQB_NEETPG_PYQ.html,Other
Gynaecology&Obstetrics,quiz,DQB Obstetrics,https://naman679.github.io/mbbs-world/quizzes/DQB_Obstetrics.html,Other
Ophthalmology,quiz,DQB Ophthalmology,https://naman679.github.io/mbbs-world/quizzes/DQB_Ophthalmology.html,Other
Orthopedics,quiz,DQB Orthopaedics,https://naman679.github.io/mbbs-world/quizzes/DQB_Orthopaedics.html,Other
Pathology,quiz,DQB Pathology,https://naman679.github.io/mbbs-world/quizzes/DQB_Pathology.html,Other
Pediatrics,quiz,DQB Pediatrics,https://naman679.github.io/mbbs-world/quizzes/DQB_Pediatrics.html,Other
Pharmacology,quiz,DQB Pharmacology,https://naman679.github.io/mbbs-world/quizzes/DQB_Pharmacology.html,Other
Physiology,quiz,DQB Physiology,https://naman679.github.io/mbbs-world/quizzes/DQB_Physiology.html,Other
PSM,quiz,DQB PSM,https://naman679.github.io/mbbs-world/quizzes/DQB_PSM.html,Other
Psychiatry,quiz,DQB Psychiatry,https://naman679.github.io/mbbs-world/quizzes/DQB_Psychiatry.html,Other
Radiology,quiz,DQB Radiology,https://naman679.github.io/mbbs-world/quizzes/DQB_Radiology.html,Other
Surgery,quiz,DQB Surgery,https://naman679.github.io/mbbs-world/quizzes/DQB_Surgery.html,Other
Other,quiz,DQB UPSC CMS PYQs,https://naman679.github.io/mbbs-world/quizzes/DQB_UPSC_CMS_PYQs.html,Other
,,,,
Anaesthesia,quiz,prepx Anaesthesia,https://naman679.github.io/mbbs-world/quizzes/prepx_Anaesthesia.html,Prepladder
Anatomy,quiz,prepx Anatomy,https://naman679.github.io/mbbs-world/quizzes/prepx_Anatomy.html,Prepladder
Biochemistry,quiz,prepx Biochemistry,https://naman679.github.io/mbbs-world/quizzes/prepx_Biochemistry.html,Prepladder
Dermatology,quiz,prepx Dermatology,https://naman679.github.io/mbbs-world/quizzes/prepx_Dermatology.html,Prepladder
ENT,quiz,prepx ENT,https://naman679.github.io/mbbs-world/quizzes/prepx_ENT.html,Prepladder
FMT,quiz,prepx Forensic Medicine,https://naman679.github.io/mbbs-world/quizzes/prepx_Forensic_Medicine.html,Prepladder
Gynaecology&Obstetrics,quiz,prepx Gynaecology   Obstetrics,https://naman679.github.io/mbbs-world/quizzes/prepx_Gynaecology___Obstetrics.html,Prepladder
Medicine,quiz,prepx Medicine,https://naman679.github.io/mbbs-world/quizzes/prepx_Medicine.html,Prepladder
Microbiology,quiz,prepx Microbiology,https://naman679.github.io/mbbs-world/quizzes/prepx_Microbiology.html,Prepladder
Ophthalmology,quiz,prepx Ophthalmology,https://naman679.github.io/mbbs-world/quizzes/prepx_Ophthalmology.html,Prepladder
Orthopedics,quiz,prepx Orthopaedics,https://naman679.github.io/mbbs-world/quizzes/prepx_Orthopaedics.html,Prepladder
Pathology,quiz,prepx Pathology,https://naman679.github.io/mbbs-world/quizzes/prepx_Pathology.html,Prepladder
Pediatrics,quiz,prepx Pediatrics,https://naman679.github.io/mbbs-world/quizzes/prepx_Pediatrics.html,Prepladder
Pharmacology,quiz,prepx Pharmacology,https://naman679.github.io/mbbs-world/quizzes/prepx_Pharmacology.html,Prepladder
Physiology,quiz,prepx Physiology,https://naman679.github.io/mbbs-world/quizzes/prepx_Physiology.html,Prepladder
PSM,quiz,prepx PSM,https://naman679.github.io/mbbs-world/quizzes/prepx_PSM.html,Prepladder
Psychiatry,quiz,prepx Psychiatry,https://naman679.github.io/mbbs-world/quizzes/prepx_Psychiatry.html,Prepladder
Radiology,quiz,prepx Radiology,https://naman679.github.io/mbbs-world/quizzes/prepx_Radiology.html,Prepladder
Surgery,quiz,prepx Surgery,https://naman679.github.io/mbbs-world/quizzes/prepx_Surgery.html,Prepladder
Anaesthesia,quiz,Prep RR Qb Anaesthesia,https://naman679.github.io/mbbs-world/quizzes/Prep_RR_Qb_Anaesthesia.html,Prepladder
Anatomy,quiz,Prep RR Qb Anatomy,https://naman679.github.io/mbbs-world/quizzes/Prep_RR_Qb_Anatomy.html,Prepladder
Biochemistry,quiz,Prep RR Qb Biochemistry,https://naman679.github.io/mbbs-world/quizzes/Prep_RR_Qb_Biochemistry.html,Prepladder
Dermatology,quiz,Prep RR Qb Dermatology,https://naman679.github.io/mbbs-world/quizzes/Prep_RR_Qb_Dermatology.html,Prepladder
ENT,quiz,Prep RR Qb ENT,https://naman679.github.io/mbbs-world/quizzes/Prep_RR_Qb_ENT.html,Prepladder
FMT,quiz,Prep RR Qb Forensic Medicine,https://naman679.github.io/mbbs-world/quizzes/Prep_RR_Qb_Forensic_Medicine.html,Prepladder
Gynaecology&Obstetrics,quiz,Prep RR Qb Gynaecology   Obstetrics,https://naman679.github.io/mbbs-world/quizzes/Prep_RR_Qb_Gynaecology___Obstetrics.html,Prepladder
Medicine,quiz,Prep RR Qb Medicine,https://naman679.github.io/mbbs-world/quizzes/Prep_RR_Qb_Medicine.html,Prepladder
Microbiology,quiz,Prep RR Qb Microbiology,https://naman679.github.io/mbbs-world/quizzes/Prep_RR_Qb_Microbiology.html,Prepladder
 Ophthalmology,quiz,Prep RR Qb Ophthalmology,https://naman679.github.io/mbbs-world/quizzes/Prep_RR_Qb_Ophthalmology.html,Prepladder
Orthopedics,quiz,Prep RR Qb Orthopaedics,https://naman679.github.io/mbbs-world/quizzes/Prep_RR_Qb_Orthopaedics.html,Prepladder
Pathology,quiz,Prep RR Qb Pathology,https://naman679.github.io/mbbs-world/quizzes/Prep_RR_Qb_Pathology.html,Prepladder
Pediatrics,quiz,Prep RR Qb Pediatrics,https://naman679.github.io/mbbs-world/quizzes/Prep_RR_Qb_Pediatrics.html,Prepladder
Pharmacology,quiz,Prep RR Qb Pharmacology,https://naman679.github.io/mbbs-world/quizzes/Prep_RR_Qb_Pharmacology.html,Prepladder
Physiology,quiz,Prep RR Qb Physiology,https://naman679.github.io/mbbs-world/quizzes/Prep_RR_Qb_Physiology.html,Prepladder
PSM,quiz,Prep RR Qb PSM,https://naman679.github.io/mbbs-world/quizzes/Prep_RR_Qb_PSM.html,Prepladder
Psychiatry,quiz,Prep RR Qb Psychiatry,https://naman679.github.io/mbbs-world/quizzes/Prep_RR_Qb_Psychiatry.html,Prepladder
Radiology,quiz,Prep RR Qb Radiology,https://naman679.github.io/mbbs-world/quizzes/Prep_RR_Qb_Radiology.html,Prepladder
Surgery,quiz,Prep RR Qb Surgery,https://naman679.github.io/mbbs-world/quizzes/Prep_RR_Qb_Surgery.html,Prepladder
Other,quiz,prep tests combined,https://naman679.github.io/mbbs-world/quizzes/prep_tests_combined.html,Prepladder
Other,quiz,previous papers inicet aiims,https://naman679.github.io/mbbs-world/quizzes/previous_papers_inicet-aiims.html,Other
Other,quiz,previous papers neet pg papers,https://naman679.github.io/mbbs-world/quizzes/previous_papers_neet_pg_papers.html,Other
Other,quiz,previous papers  fmge papers,https://naman679.github.io/mbbs-world/quizzes/previous_papers__fmge_papers.html,Other
,,,,
,,,✅ Playlist Imported,
Ophthalmology,video,1 how to approach opthalmology,https://youtu.be/8cB2OYUNdgM,
Ophthalmology,video,"2 anatomy of eye , layer, structure of eyeball and anatomy of cornea",https://youtu.be/_n0VNzJnUgc,
Ophthalmology,video,"3 anatomy of eye   sclera and its pathologies , limbus and ocular routes of drug administration",https://youtu.be/6JkCx9n5YH4,
Ophthalmology,video,"4 anatomy of eye   middle layer of eyeball , horner syndrome and accomodation with its anomalies",https://youtu.be/FTJnssxD0g8,
Ophthalmology,video,"5 anatomy of eye   innermost layer , blood suppy of eye and embryology of eye",https://youtu.be/GFuHMjGn51E,
Ophthalmology,video,6 neuro opthal visual pathway and visual field defect,https://youtu.be/wHtE-PowDOc,
Ophthalmology,video,"7 neuro ophtha pupillary reflex ,light reflex pathway and lesion",https://youtu.be/oYbzON07gcc,
Ophthalmology,video,8 neuro opthal atrophy,https://youtu.be/YAGSasxBJtE,
Ophthalmology,video,9 neuro opthal colour blindness and congenital anomalies,https://youtu.be/SPKqtrSZWl4,
Ophthalmology,video,10 paralytic squint and gaze palsy,https://youtu.be/vckC5PNrDcU,
Ophthalmology,video,11 squint,https://youtu.be/oBGqTCYHVEc,
Ophthalmology,video,12 squint investigation and test,https://youtu.be/9xA3N7KSZN0,
Ophthalmology,video,13 squint types,https://youtu.be/HTA1GGFi2K0,
Ophthalmology,video,14 lens anatomy and metabolism,https://youtu.be/k3QY9lNSnqk,
Ophthalmology,video,15 lens acquired cataract,https://youtu.be/YeIcKBxqDGw,
Ophthalmology,video,16 lens cataract surgery and complication,https://youtu.be/rwfiRX1CT2E,
Ophthalmology,video,"17 lens congenital cataract,ectopia lentis",https://youtu.be/vsp-9a77x8U,
Ophthalmology,video,18 glaucoma investigaion,https://youtu.be/A2B3PWPz8QY,
Ophthalmology,video,20 glaucoma open angle and angle closure,https://youtu.be/36Z63hoiX2w,
Ophthalmology,video,21 glaucoma secondary and congenital,https://youtu.be/NdCATCFMbxU,
Ophthalmology,video,22 optics test for vision and normal optics of eye,https://youtu.be/OnC4z-3chJY,
Ophthalmology,video,23 optics myopia and hypermetropia,https://youtu.be/DuivlkdRc5U,
Ophthalmology,video,"24 optics astigmatism,test for refraction",https://youtu.be/G_9AK0ns1x0,
Ophthalmology,video,25 retina anatomy and investigation,https://youtu.be/xptFEbI7sq8,
Ophthalmology,video,26 retina retinablastoma and macular edema,https://youtu.be/vMOmyNnblDo,
Ophthalmology,video,27 retina dystrophies and fundus,https://youtu.be/GRcjmH1e_tg,
Ophthalmology,video,28 retina vascular disorder,https://youtu.be/qxj3MghoMoA,
Ophthalmology,video,29 retina vascular disease,https://youtu.be/1LHOujjeA9I,
Ophthalmology,video,31 cornea special investigation,https://youtu.be/PrHpfQ8_Jf0,
Ophthalmology,video,32 corneal ulcer & keratities,https://youtu.be/hJi90WizqLE,
Ophthalmology,video,"33 corneal dystrophies ,keratoconus",https://youtu.be/vcoNPPC8J8U,
Ophthalmology,video,34 uvea anterior uveities,https://youtu.be/j0fX8fbRJUw,
Ophthalmology,video,"35 uvea intermediate , posterior , pan uveities",https://youtu.be/yHSPQHHI2No,
Ophthalmology,video,36 conjuctiva anatomy and its type,https://youtu.be/43M97F-lZZE,
Ophthalmology,video,37 eyelid anatomy,https://youtu.be/DWorgp0wS9c,
Ophthalmology,video,38 orbit,https://youtu.be/wiQcF1akLXQ,
Ophthalmology,video,39 ocular trauma,https://youtu.be/Tw02Rbmib3I,
Ophthalmology,video,40 lacrimal apparatus,https://youtu.be/IwoCl3IQwQE,
Ophthalmology,video,41 community opthalmology,https://youtu.be/tt92apaQW4A,
,,,,
,,,✅ Playlist Imported,
Forensic Medicine,video,1 HOW TO APPROACH FMT,https://youtu.be/5ssakFfxVgU,
Forensic Medicine,video,2 INDIAN LEGAL SYSTEM PART 1,https://youtu.be/NLIRmhxRhHY,
Forensic Medicine,video,3 INDIAN LEGAL SYSTEM PART 2,https://youtu.be/3PQFDuHMptM,
Forensic Medicine,video,4 MEDICAL ETHICS AND LAW,https://youtu.be/cqnzQVdsYwg,
Forensic Medicine,video,5 MEDICAL NEGLIGENCE,https://youtu.be/nNiUTw-7ITA,
Forensic Medicine,video,6 CONSENT IN MEDICAL PRACTICE,https://youtu.be/zEA9f8LFK3Y,
Forensic Medicine,video,7 MECHANICAL INJURY PART 1,https://youtu.be/Od3eeTQ3DqY,
Forensic Medicine,video,8 MECHANICAL INJURIES PART 2,https://youtu.be/HWhuhT4b6Yo,
Forensic Medicine,video,9 REGIONAL INJURIES,https://youtu.be/Bb3C8dZGx2k,
Forensic Medicine,video,10 THERMAL INJURIES,https://youtu.be/YQWYuNnQmjE,
Forensic Medicine,video,11 PROXIMAL BALLISTICS,https://youtu.be/Xv3BRME2bfE,
Forensic Medicine,video,12 INTERMEDIATE AND TERMINAL BALLISTICS,https://youtu.be/kXWwQeRyY6c,
Forensic Medicine,video,"13 ELECTRICAL INJURIES ,EXPLOSION INJURY AND TORTURE METHOD",https://youtu.be/V6GaubpQvqA,
Forensic Medicine,video,14 TRANSPORTATION INJURY,https://youtu.be/wX0NzOc50Vo,
Forensic Medicine,video,15 AUTOPSY PROCEDURE,https://youtu.be/X3QXdqJAqSM,
Forensic Medicine,video,16 EARLY POSTEMORTEN CHANGES,https://youtu.be/w-J0OeVR678,
Forensic Medicine,video,17 LATE POSTMORTEM CHANGES,https://youtu.be/F9ZyL4k5c4g,
Forensic Medicine,video,18 ASPHYXIAL DEATH PART 1,https://youtu.be/zNoyVe-BMCc,
Forensic Medicine,video,19 ASPHYXIAL DEATH PART 2,https://youtu.be/z7VAhK7aLkk,
Forensic Medicine,video,20 HUMAN IDENTIFICATION PART 1,https://youtu.be/8oQFek6Dvnk,
Forensic Medicine,video,21 HUMAN IDENTIFICATION PART 2,https://youtu.be/5b-1LSdnM78,
Forensic Medicine,video,22 HUMAN IDENTIFICATION PART 3,https://youtu.be/Eb_imLmOAIE,
Forensic Medicine,video,"23 IMPOTENCE, VIRGINITY, DELIVERY, ABORTION",https://youtu.be/kn3RMmDz5CQ,
Forensic Medicine,video,24 INFANT DEATH AND CHILD ABUSE,https://youtu.be/txllOi1XnXA,
Forensic Medicine,video,25 SEXUAL OFFENCES,https://youtu.be/ldXFxHFKigc,
Forensic Medicine,video,26 GENERAL TOXICOLOGY,https://youtu.be/PFI18Bhtxlo,
Forensic Medicine,video,27 DUTIES OF DOCTOR IN CASE OF POISONING,https://youtu.be/D12b218YtPE,
Forensic Medicine,video,28 CORROSIVE POISON,https://youtu.be/tckdZMlm6N8,
Forensic Medicine,video,29 METALLIC AND NON METALLIC IRRITANT,https://youtu.be/5jPesJyia30,
Forensic Medicine,video,30 ANIMAL AND PLANT IRRITANT,https://youtu.be/o0KTRoYoSsc,
Forensic Medicine,video,31 NEUROTOXIC POISON DELIRIANTS,https://youtu.be/h985RSyxjGU,
Forensic Medicine,video,32 NEUROTOXIC POISON INEBRIANTS,https://youtu.be/vc3l9HAsfEc,
Forensic Medicine,video,33 NEUTOTOXIC POISION SOMNIFEROUS AND SPINAL POISON,https://youtu.be/d6HjBeaaQSI,
Forensic Medicine,video,34 ASPHYXIANTS AND CARDIAC POISON,https://youtu.be/C3wnwflDr_4,
Forensic Medicine,video,35 AGRICULTURAL POISON,https://youtu.be/ka1cQJatO-8,
Forensic Medicine,video,36 FORENSIC PSYCHIATRY,https://youtu.be/aD0rtiTLe6g,
Forensic Medicine,video,37 TRACE EVIDENCE,https://youtu.be/vBZz551M7i4,
Forensic Medicine,video,38 ACTION AND LEGAL SECTION IMPORTANCE,https://youtu.be/lKHMFW8JGZg,
,,,,
,,,✅ Playlist Imported,
Orthopedics,video,01   How to approach Orthopaedics,https://youtu.be/7OdUis5dpwo,
Orthopedics,video,02   Basics   Histology and Physiology of bone,https://youtu.be/PZUf29wyZCk,
Orthopedics,video,03   Basics   Fracture and Healing,https://youtu.be/GtoUszjxUzc,
Orthopedics,video,04   Open fracture Amputations and Polytrauma,https://youtu.be/_NRHkiC-UUM,
Orthopedics,video,05   Metabolic bone disease Part 1,https://youtu.be/4Dfck3tr3jU,
Orthopedics,video,06   Metabolic bone disease Part 2,https://youtu.be/uJrFQFeQnJM,
Orthopedics,video,07  Upper limb trauma   Clavicle and Shoulder,https://youtu.be/_1QwDpG8sNE,
Orthopedics,video,08   Upper limb trauma   Arm and Elbow,https://youtu.be/gPaZTBvDmos,
Orthopedics,video,09   Upper limb trauma   Forearm Wrist and Hand,https://youtu.be/cGr3NrgmN7E,
Orthopedics,video,10   Lower limb trauma Part 1,https://youtu.be/2RGOBux83NI,
Orthopedics,video,11   Lower limb trauma Part 2,https://youtu.be/NKSE7RymBJs,
Orthopedics,video,12   Sports injuries,https://youtu.be/oax_xket2yA,
Orthopedics,video,13   Regional conditions Tuberculosis etc,https://youtu.be/ADaYzPZf5ew,
Orthopedics,video,14   Nerve injuries   Peripheral nerves,https://youtu.be/f1drsco20qA,
Orthopedics,video,15   Nerve injuries Part 1,https://youtu.be/Z4eFCAV-ymA,
Orthopedics,video,16   Nerve injuries Part 2,https://youtu.be/Ik16GsD4pW8,
Orthopedics,video,17   Bone tumors Part 1,https://youtu.be/qg-4RR8StJs,
Orthopedics,video,18   Bone tumor Part 2,https://youtu.be/CQj0gTqEDY4,
Orthopedics,video,19   Orthopedic infections   Pyogenic,https://youtu.be/fv3WVfLR26I,
Orthopedics,video,20   Orthopedic infections   Tuberculosis,https://youtu.be/plSTOBPdvkM,
Orthopedics,video,21   Paediatric Orthopaedics Part 1,https://youtu.be/kPlwiWv_FOc,
Orthopedics,video,22   Paediatric Orthopaedics Part 2,https://youtu.be/dXMyr8cJr0U,
Orthopedics,video,23   Paediatric Orthopaedics Part 3,https://youtu.be/PwSQNhsClkY,
Orthopedics,video,24   Paediatric Orthopaedics Mcq,https://youtu.be/5crFZcyulsc,
Orthopedics,video,25   AVN and Osteochondritis,https://youtu.be/6PYLxr7utec,
Orthopedics,video,26   Spine Part 1,https://youtu.be/Q-lTQgR-xsE,
Orthopedics,video,27   Spine Part 2,https://youtu.be/TNmqt8BOqqY,
Orthopedics,video,28   Joint disorder Part 1,https://youtu.be/7zvuWgI24hU,
Orthopedics,video,29   Joint disorder Part 2,https://youtu.be/FRZ4RdynoF4,
,,,✅ Playlist Imported,
Medicine,video,02  Heart Sounds Part 1,https://youtu.be/s8sCGQSssKY,
Medicine,video,03  Heart Sounds Part 2,https://youtu.be/M0mULk-Bigw,
Medicine,video,04  Heart Sounds Part 3,https://youtu.be/gbAhDX3hyPw,
Medicine,video,05  Mitral Valve Prolapse,https://youtu.be/0G2n45976ac,
Medicine,video,06  Mitral Regurgitation,https://youtu.be/8AVvApu1Lk0,
Medicine,video,07  Aortic Stenosis,https://youtu.be/580bmV2RSO0,
Medicine,video,08  Aortic Regurgitation,https://youtu.be/P69OCMwYJCI,
Medicine,video,09  Tricuspid Stenosis,https://youtu.be/aIZbqknf07E,
Medicine,video,"10  Tricuspid Regurgitation, Pulmonic Stenosis and Pulmonic",https://youtu.be/CA7AjXwsQp4,
Medicine,video,11  Murmurs,https://youtu.be/8qQTc3XkhwQ,
Medicine,video,12  Takotsubo Cardiomyopathies and Brugada Syndrome,https://youtu.be/Bg4oJX_GZ7I,
Medicine,video,13 ECG and Arrhythmias,https://youtu.be/HLB-i7T3QXk,
Medicine,video,14  ECG Changes in Hypokalemia & Hyperkalemia,https://youtu.be/xABsiuHKpTM,
Medicine,video,15  Ischemic Heart Disease Part 1,https://youtu.be/WbT92QVXrBk,
Medicine,video,16  Ischemic Heart Disease Part 2,https://youtu.be/5G_1ZwR9tNo,
Medicine,video,17  Symptomatic Bradycardia with a Pulse,https://youtu.be/FPZOoBB7ip4,
Medicine,video,18  Congenital Heart Disease,https://youtu.be/01Q2Jjx4gZI,
Medicine,video,19  Metabolic Syndrome X and Syndrome Z,https://youtu.be/SjAHYAMkEMY,
Medicine,video,20  Hypertension,https://youtu.be/zHBgJLVkoAk,
Medicine,video,21  Diseases of Pericardium,https://youtu.be/AsFosNFoUyY,
Medicine,video,22  Congestive Heart Failure,https://youtu.be/_SldIOx6TDg,
Medicine,video,23  Bundle Branch Block,https://youtu.be/KziW0pTjnWY,
Medicine,video,24  Rheumatic Heart Disease,https://youtu.be/2TO-9KR7uYk,
Medicine,video,25  Infective Endocarditis,https://youtu.be/EnKQBgIIvp0,
Medicine,video,26  Cardiomyopathy,https://youtu.be/-7y10DkqLvY,
Medicine,video,27  Multifocal Atrial Tachycardia,https://youtu.be/VFxBGoC_szU,
Medicine,video,28  Cardiology Image Based Question,https://youtu.be/GyWVEQEOy5A,
Medicine,video,29  Basic Life Support,https://youtu.be/Ngk-obk8-TY,
Medicine,video,30  Pulseless Electrical Activity,https://youtu.be/PhNxZ9VClfg,
Medicine,video,31  Advanced Cardiac Life Support,https://youtu.be/0Ez_6jphCZA,
Medicine,video,32  Mechanical Ventilation,https://youtu.be/3tzcqa22yK8,
Medicine,video,33  Massive Transfusion Protocol,https://youtu.be/iV1sCGYoweo,
Medicine,video,34  ARDS,https://youtu.be/_Iz_Z1TWLJg,
Medicine,video,35  Snake Bite,https://youtu.be/4loIhcFjB7A,
Medicine,video,36  High Altitude Pulmonary Edema,https://youtu.be/VcOU9UC6U-s,
Medicine,video,37  Diabetes Mellitus Part 1,https://youtu.be/GzsO_1BAoVs,
Medicine,video,38  Diabetes Mellitus Part 2,https://youtu.be/qTejW_ZEsys,
Medicine,video,39  Diabetic Ketoacidosis and Hyperosmolar Coma,https://youtu.be/2em0uJljOgs,
Medicine,video,40  Diseases of Adrenal Gland,https://youtu.be/M8-oIPVmDAg,
Medicine,video,41  Cushing Syndrome,https://youtu.be/s3LmIH2cl1A,
Medicine,video,42  Diseases of Thyroid,https://youtu.be/kdcU7bNOgfo,
Medicine,video,43  Pancreatic Neuroendocrine Tumors,https://youtu.be/p0dDXQEyeTs,
Medicine,video,44  Disorders of Parathyroid Gland,https://youtu.be/72-C1F9nv1Q,
Medicine,video,45  Multiple Endocrine Neoplasia,https://youtu.be/RA6AJI0Qp00,
Medicine,video,46  Diseases of Anterior Pituitary,https://youtu.be/2BgEKOs_kJE,
Medicine,video,47  Endocrinology Image Based Questions,https://youtu.be/fuE5F3KqicM,
Medicine,video,48  Electrolyte Imbalances,https://youtu.be/uKEaVNhjs6U,
Medicine,video,"49  Bartter Syndrome, Gitelman Syndrome, Liddle Syndrome an",https://youtu.be/nMyrEYFsLsQ,
Medicine,video,50  Ciliopathies,https://youtu.be/F-XVyOcI8qc,
Medicine,video,51  Polycystic Kidney Disease,https://youtu.be/EUY9cdygjfs,
Medicine,video,52  Thrombotic Thrombocytopenic Purpura,https://youtu.be/uGvK5_1opM0,
Medicine,video,53  Kidney Urine analysis,https://youtu.be/aulOSEFCdE4,
Medicine,video,54 Acute kidney injury,https://youtu.be/pV3ImRDwea4,
Medicine,video,55 Chronic Kidney injury,https://youtu.be/7I66UpwjCv4,
Medicine,video,56  Kidney Stone,https://youtu.be/quOIHKwDTRM,
Medicine,video,57  Renal Tubular Acidosis,https://youtu.be/Z7a3CUIZy7Y,
